ACCTTYPE,SF,X,Y
Commercial,1525,-105.0513843,40.03254555
Residential,1636,-104.8058019,40.07867882
Residential,1260,-104.7989197,40.07860472
Residential,1114,-104.7920945,40.07886099
Residential,2443,-104.7920677,40.07921536
Residential,1247,-104.7956235,40.07942074
Commercial,2667,-104.7921779,40.07949424
Residential,1997,-104.9426115,40.10578686
Residential,1745,-104.7181437,40.00709052
Residential,1304,-104.7180186,40.00710322
Residential,1394,-104.7176299,40.007104
Residential,731,-104.7177867,40.00709231
Residential,512,-104.7174278,40.00710059
Residential,200,-104.7172831,40.00708818
Residential,1368,-104.7171024,40.00710383
Residential,960,-104.7169004,40.00706943
Residential,400,-104.7167854,40.00705661
Residential,224,-104.7159463,40.0069982
Residential,1853,-104.7156864,40.00705845
Residential,825,-104.7155275,40.00709197
Residential,1568,-105.0118143,40.00869511
Residential,1020,-104.7153691,40.00702766
Residential,683,-104.7152034,40.00703879
Residential,2400,-104.7149797,40.00704457
Residential,96,-104.7147872,40.00700725
Residential,96,-104.7146099,40.00703364
Residential,96,-104.7144371,40.00699594
Residential,2402,-104.7138999,40.00703898
Residential,2040,-104.7134271,40.0070235
Residential,1200,-105.0299672,40.00877034
Residential,912,-104.7127281,40.00700945
Residential,744,-104.7125211,40.00702882
Residential,1344,-104.7123348,40.0070584
Residential,1224,-104.7121251,40.0070558
Residential,968,-104.7119794,40.00705249
Residential,910,-104.7119794,40.00705249
Residential,960,-104.7117425,40.00708745
Residential,520,-104.7114486,40.00703277
Residential,52890,-104.7108084,40.00707215
Residential,200,-104.7102006,40.00709459
Residential,1410,-105.0126914,40.00874331
Residential,1344,-105.0119777,40.00876235
Residential,1430,-105.0408622,40.00989503
Residential,1123,-105.0128604,40.00885564
Residential,960,-104.7049027,40.00631443
Residential,1484,-105.0121353,40.00883255
Residential,1736,-104.700628,40.00635464
Residential,1800,-104.7716051,40.00684886
Residential,1296,-104.7695316,40.00709169
Residential,1401,-104.7683351,40.0070383
Residential,1182,-104.7673805,40.00714669
Residential,1026,-104.7663895,40.00736699
Residential,1322,-105.0122888,40.00891916
Residential,4295,-104.7652728,40.00718657
Residential,1026,-105.0130035,40.00898152
Residential,11440,-105.0124368,40.00896394
Residential,3840,-104.8176722,40.00823486
Commercial,1964,-104.8354632,40.02868671
Industrial,4984,-105.0539031,40.03253881
Industrial,3508,-105.0539031,40.03253881
Industrial,2849,-105.0539031,40.03253881
Industrial,2647,-105.0539031,40.03253881
Industrial,2641,-105.0539031,40.03253881
Industrial,2310,-105.0539031,40.03253881
Industrial,1884,-105.0539031,40.03253881
Industrial,1752,-105.0539031,40.03253881
Industrial,1102,-105.0539031,40.03253881
Commercial,1504,-105.0520639,40.03256758
Residential,3120,-105.0549004,40.03252327
Residential,1292,-104.7483492,40.03197767
Residential,1560,-104.7404163,40.03189193
Residential,1080,-104.7391992,40.03171751
Residential,650,-104.7481555,40.03260243
Residential,392,-104.7480531,40.03364863
Residential,160,-104.7403199,40.03372832
Residential,160,-104.7391812,40.03348521
Residential,3208,-104.7393019,40.0346516
Residential,1368,-104.9843735,40.0364116
Residential,1368,-105.0384915,40.03681395
Residential,1008,-105.0386721,40.03680134
Residential,10317,-104.942877,40.03539089
Residential,6922,-104.9391644,40.03592267
Residential,3892,-105.0401156,40.03738756
Residential,1420,-105.0416124,40.03852836
Residential,768,-105.0398745,40.03854186
Residential,1792,-105.0416206,40.03858904
Residential,2546,-105.0398827,40.03859887
Residential,1897,-105.0416239,40.03863647
Residential,875,-105.0398925,40.0386471
Residential,1488,-105.0416191,40.03869705
Residential,240,-105.0399161,40.03870143
Residential,884,-105.0409459,40.0387615
Residential,3150,-105.0399287,40.03876034
Residential,900,-105.041586,40.03879281
Residential,1260,-105.0409469,40.03881452
Residential,792,-105.0399386,40.03881512
Residential,950,-105.0415959,40.03884938
Residential,2126,-105.0409367,40.03886569
Residential,2546,-105.0399488,40.03885844
Residential,2580,-105.0415959,40.03890061
Residential,2454,-105.0409351,40.03892834
Residential,1080,-105.0399738,40.03891932
Residential,1119,-105.0392716,40.03887617
Residential,2336,-105.0409225,40.0389763
Residential,1420,-105.0409239,40.0390338
Residential,900,-105.0393336,40.03901627
Residential,1059,-105.0408899,40.03914586
Residential,1426,-105.0387455,40.03908835
Residential,720,-105.040032,40.03920041
Residential,1482,-105.0408568,40.03919736
Residential,825,-105.0400439,40.03925799
Residential,1814,-105.0408292,40.03924712
Residential,1426,-105.0400578,40.03930813
Residential,4800,-105.0394509,40.03927767
Residential,1814,-105.0408122,40.03930536
Residential,6960,-105.0400804,40.03936483
Residential,1420,-105.0400994,40.0394747
Residential,912,-105.0401132,40.03952391
Residential,1452,-105.0401407,40.03958629
Residential,1186,-105.0394702,40.03956652
Residential,1080,-105.0405886,40.03951003
Residential,200,-105.0406627,40.03950726
Residential,200,-105.0407237,40.03951355
Residential,1144,-105.0408032,40.03952428
Residential,1450,-105.03951,40.03971829
Residential,720,-105.0403954,40.03990162
Residential,1156,-105.0404654,40.03991337
Residential,912,-105.0405277,40.03990724
Residential,780,-105.0394287,40.03986395
Residential,1171,-105.0406041,40.03991341
Residential,3171,-105.040668,40.03992976
Residential,800,-105.0412842,40.03996609
Residential,3904,-105.0407515,40.03992729
Residential,912,-105.0412776,40.04002565
Residential,988,-105.0412644,40.04008308
Residential,2546,-105.0393938,40.0399995
Residential,1008,-105.041255,40.0401329
Residential,2966,-105.0412579,40.04018943
Residential,950,-105.0402208,40.04010505
Residential,528,-105.0402806,40.04010436
Residential,1476,-105.0403491,40.04010974
Residential,1431,-105.0404265,40.04012279
Residential,3892,-105.0404953,40.04012818
Residential,1567,-105.0412513,40.04024328
Residential,6201,-105.0405815,40.04012599
Residential,1553,-105.0406414,40.04013134
Residential,1026,-105.0407215,40.04014597
Residential,564,-105.0385634,40.0402146
Residential,1871,-105.041233,40.04036791
Residential,894,-105.0395695,40.04024433
Residential,864,-105.0412239,40.04041989
Residential,1053,-105.0412057,40.04048011
Residential,1270,-105.0381245,40.04039063
Residential,1248,-105.0396312,40.04042879
Residential,15000,-105.0412012,40.04053092
Residential,1080,-105.0412012,40.04053092
Residential,748,-104.7197474,40.03809135
Residential,1476,-105.0401696,40.04049011
Residential,896,-105.0402435,40.04050662
Residential,720,-105.0402964,40.04050813
Residential,640,-105.0403721,40.04050619
Residential,1062,-105.0404434,40.04051156
Residential,837,-105.0405181,40.04052624
Residential,1200,-105.0383991,40.04044986
Residential,2535,-105.0405842,40.04052779
Residential,888,-105.0406692,40.0405291
Residential,1026,-105.0412054,40.04058643
Residential,1152,-105.0396837,40.04060324
Residential,864,-105.0411938,40.0406422
Residential,1026,-105.03797,40.04063813
Residential,1148,-105.0396791,40.04074211
Residential,4360,-105.0382448,40.04071421
Residential,580,-105.0402831,40.04072413
Residential,2400,-105.0403552,40.04072157
Residential,1950,-105.0404298,40.04073841
Residential,896,-105.0404909,40.04074279
Residential,2400,-105.0405719,40.04073963
Residential,1026,-105.0406407,40.04074946
Residential,1026,-105.0382105,40.04086236
Residential,1152,-105.0378256,40.04092225
Residential,1159,-104.7483924,40.03892489
Residential,1218,-105.0411541,40.04099836
Residential,888,-105.0396945,40.04097489
Residential,3892,-105.0411511,40.04105772
Residential,768,-105.0381269,40.04099737
Residential,888,-105.03874,40.04101225
Residential,1350,-105.0411416,40.04111122
Residential,588,-105.0377785,40.04106435
Residential,2400,-105.0401929,40.04110825
Residential,4319,-105.0402664,40.04112084
Residential,884,-105.0403401,40.04111764
Residential,1334,-105.0404027,40.04112205
Residential,2050,-105.0390433,40.04111592
Residential,1106,-105.0404833,40.04114082
Residential,1910,-105.0405497,40.04113728
Residential,1026,-104.7189084,40.03917076
Residential,3904,-105.0378152,40.04119718
Residential,891,-105.0410662,40.04128522
Residential,1884,-105.0390558,40.04125968
Residential,1106,-105.0396967,40.04127055
Residential,240,-105.0403923,40.0412764
Residential,3904,-104.7199152,40.03936795
Residential,2546,-105.0380877,40.04128507
Residential,784,-105.0410445,40.04133958
Residential,2700,-105.0386911,40.0413064
Residential,2546,-105.0403718,40.04133043
Residential,1106,-105.0410167,40.0413881
Residential,3191,-105.0403553,40.04138849
Residential,1026,-105.0409925,40.04143905
Residential,2128,-105.0396577,40.04141384
Residential,3844,-105.0403302,40.04144166
Residential,1106,-105.0409774,40.0414951
Residential,864,-105.0403076,40.04149044
Residential,925,-105.0409523,40.04154617
Residential,200,-105.037827,40.04149049
Residential,1028,-105.0402859,40.04154318
Residential,2546,-105.038692,40.04147113
Residential,1080,-105.0381178,40.04142998
Residential,1080,-105.0390512,40.04153878
Residential,864,-105.0396667,40.04156069
Residential,900,-105.0397067,40.04171813
Residential,2880,-105.0386328,40.04167606
Residential,96,-104.7491763,40.03999622
Residential,1092,-104.7391071,40.03988227
Residential,768,-105.0398131,40.04182767
Residential,864,-105.0409815,40.0418024
Residential,768,-105.0409098,40.04180244
Residential,864,-105.0408391,40.04181026
Residential,2684,-105.0387881,40.04181445
Residential,1200,-104.7189707,40.03985308
Residential,3200,-105.0407697,40.04182463
Residential,975,-105.0377462,40.04191713
Residential,1565,-105.0392504,40.04196175
Residential,900,-105.0398545,40.04197317
Residential,2400,-105.0388608,40.04196731
Residential,891,-105.0381512,40.04202532
Residential,1026,-105.0392548,40.04211706
Residential,891,-105.0389615,40.04209658
Residential,900,-105.0392732,40.04225819
Residential,1360,-105.0389794,40.04226562
Residential,600,-105.037764,40.04217232
Residential,1360,-105.0383826,40.04230688
Residential,1053,-105.0379867,40.04228418
Residential,900,-105.0392623,40.04240521
Residential,2432,-105.0389529,40.04240079
Residential,900,-104.7224545,40.04047242
Residential,1026,-105.0393189,40.04253659
Residential,800,-105.0389658,40.04253657
Residential,864,-105.0392584,40.04267512
Residential,96,-104.7231767,40.04134223
Residential,4000,-104.7379138,40.04276242
Residential,1123,-104.7927301,40.07833857
Residential,1630,-104.79791,40.07843924
Residential,2681,-104.7975315,40.08220222
Residential,200,-104.7972886,40.0822756
Residential,1000,-104.7978145,40.08269205
Residential,1285,-104.7975584,40.08276
Residential,820,-104.7874657,40.08345629
Commercial,1752,-104.78673,40.08358436
Commercial,1618,-104.78673,40.08358436
Residential,1709,-105.0541668,40.00925431
Residential,975,-104.7244264,40.03996791
Residential,192,-105.0389549,40.04268141
Residential,1026,-104.7502278,40.04094267
Residential,1431,-105.0379578,40.0425188
Residential,192,-105.0383261,40.04274586
Residential,1177,-104.7481423,40.04095029
Residential,1290,-105.039309,40.0428202
Residential,1320,-105.038343,40.04288321
Residential,1080,-105.0403386,40.04287307
Residential,1026,-105.0392744,40.04295427
Residential,794,-105.0389312,40.04294819
Residential,1103,-105.0383441,40.0430403
Residential,975,-105.0403654,40.0430538
Residential,891,-105.0389784,40.04311394
Residential,1192,-105.0392807,40.0430864
Residential,476,-105.0383939,40.04320092
Residential,1290,-105.0402081,40.04322863
Residential,1260,-105.0384362,40.04334723
Residential,574,-105.0397346,40.04331656
Residential,1280,-105.0399599,40.04325629
Residential,1188,-105.0399599,40.04325629
Residential,980,-105.0399599,40.04325629
Residential,840,-105.0399599,40.04325629
Residential,720,-105.0399599,40.04325629
Residential,240,-105.0399599,40.04325629
Residential,1800,-105.0463989,40.04349975
Residential,1078,-105.0490622,40.04406525
Residential,1856,-105.046312,40.0441037
Residential,1500,-105.0457361,40.04412261
Residential,840,-105.0489993,40.0442288
Residential,720,-105.0489993,40.0442288
Residential,672,-105.0489993,40.0442288
Residential,672,-105.0489993,40.0442288
Residential,550,-105.0489993,40.0442288
Residential,480,-105.0489993,40.0442288
Residential,460,-105.0489993,40.0442288
Residential,3000,-105.0470119,40.04433349
Residential,1184,-105.045102,40.04416397
Residential,5600,-105.0457384,40.04423396
Residential,1072,-105.045055,40.04421178
Residential,1406,-105.0475719,40.04422317
Residential,576,-105.0449953,40.04428287
Residential,2604,-105.0457464,40.04436973
Residential,144,-105.0449373,40.04432355
Residential,2035,-105.0448593,40.04438638
Residential,1080,-105.0499214,40.04447609
Residential,1728,-105.0484612,40.04454651
Residential,357,-105.04763,40.04454933
Residential,1638,-105.0448116,40.04443891
Residential,2240,-105.0457484,40.04450854
Residential,2050,-105.0463157,40.04450714
Residential,1232,-105.0490944,40.04451858
Residential,1016,-105.047046,40.04460659
Residential,1750,-105.0447979,40.0445425
Residential,672,-104.7189761,40.0425459
Residential,1006,-105.0491259,40.04462775
Residential,936,-105.0452652,40.0445594
Residential,2156,-105.0451876,40.04457288
Residential,1200,-105.04478,40.0446036
Residential,1756,-105.0463659,40.04475278
Residential,48,-105.0457405,40.04464425
Residential,1050,-105.0482974,40.04470192
Residential,1062,-105.0477108,40.044695
Residential,1137,-105.0497863,40.04472722
Residential,2761,-105.044874,40.04469062
Residential,840,-105.0470984,40.04479717
Residential,2244,-105.0457446,40.04477848
Residential,840,-105.0449356,40.04473497
Residential,1456,-105.0483053,40.04483767
Residential,760,-105.0449783,40.04477629
Residential,576,-105.0497285,40.04488561
Residential,1760,-105.0457506,40.04491425
Residential,2222,-105.0504222,40.0449791
Residential,1200,-105.0490466,40.04493782
Residential,1728,-105.0485034,40.04497586
Residential,840,-105.0478707,40.04499866
Residential,1264,-105.0462563,40.04503922
Residential,1684,-105.0497939,40.04500789
Residential,1053,-105.0457497,40.04504817
Residential,1006,-105.0451767,40.04502423
Residential,1080,-105.0452594,40.04503092
Residential,1248,-105.0503764,40.04534277
Residential,2944,-105.0491394,40.04534458
Residential,1570,-105.0485387,40.04533177
Residential,1870,-105.0456365,40.045277
Residential,1596,-105.0470686,40.0453588
Residential,2325,-105.0462787,40.04541338
Residential,2774,-105.0503664,40.0454556
Residential,648,-105.0498486,40.04548178
Residential,1555,-105.0490451,40.04547289
Residential,400,-105.0456475,40.04539645
Residential,200,-105.0471008,40.04549004
Residential,2229,-105.0476843,40.04562704
Residential,120,-105.0504059,40.04559303
Residential,1728,-105.049034,40.045604
Residential,1000,-105.048504,40.04561956
Residential,1890,-105.0456273,40.0455336
Residential,200,-104.7237669,40.04339621
Residential,944,-104.7197364,40.04342809
Residential,1231,-104.7184318,40.04297705
Residential,2128,-105.0499062,40.04570466
Residential,306,-105.0457187,40.0456784
Residential,36,-105.0490289,40.04574734
Residential,854,-105.0484502,40.04576748
Residential,576,-105.0484502,40.04576748
Residential,2560,-105.0470992,40.04579268
Residential,2150,-105.0476049,40.0458809
Residential,825,-105.050447,40.04588451
Residential,2500,-105.0497977,40.045872
Residential,1218,-105.0490238,40.04588458
Residential,1188,-105.0484249,40.04587979
Residential,3256,-105.0470678,40.04591117
Residential,1686,-105.0457313,40.04579701
Residential,1880,-105.047705,40.04602582
Residential,1743,-104.414197,40.35603775
Residential,2703,-104.4148777,40.3560655
Residential,2549,-104.4161087,40.35653567
Residential,2064,-104.4141258,40.35650917
Residential,1633,-104.4147565,40.35648933
Residential,2703,-104.4168254,40.35675942
Residential,1880,-104.4142013,40.35689198
Residential,1743,-104.4160321,40.35693993
Residential,2384,-104.4167259,40.357206
Residential,1395,-104.4148355,40.35694293
Residential,1200,-104.8766861,40.36272155
Residential,1082,-104.7634133,40.36520051
Residential,1456,-104.7515097,40.36621737
Residential,1739,-104.7644277,40.36637903
Residential,1054,-104.747264,40.36642845
Commercial,30966,-104.750978,40.36736845
Residential,2393,-104.6976878,40.36904974
Residential,1275,-104.7163777,40.37001913
Residential,1352,-104.7589499,40.3698555
Residential,5750,-104.7584243,40.36984676
Residential,2420,-104.7575313,40.36990637
Residential,2808,-104.7208041,40.37062891
Residential,3438,-104.7210525,40.37063099
Residential,2534,-104.7223613,40.37062652
Residential,1571,-104.7239946,40.37180816
Residential,2707,-104.724014,40.3719563
Residential,1396,-104.7243754,40.37195917
Residential,2528,-104.7243818,40.3721679
Residential,1900,-104.7243511,40.37235457
Residential,2219,-104.7202858,40.37248346
Residential,3397,-104.7243706,40.3725007
Residential,1742,-104.7216332,40.37256444
Residential,3206,-104.7220915,40.37256823
Residential,2054,-104.7225573,40.37256635
Residential,440,-104.722763,40.37255283
Residential,1248,-104.7240478,40.37272023
Residential,1600,-104.722306,40.37282358
Residential,1983,-104.7228167,40.37282009
Residential,1100,-104.7249578,40.37317382
Residential,1415,-104.7240428,40.37358325
Residential,1790,-104.7243738,40.37357532
Residential,1845,-104.7203402,40.37383823
Residential,576,-104.7193297,40.37399123
Residential,4416,-104.7215094,40.37427698
Residential,743,-104.7224406,40.37428478
Residential,3344,-104.7249423,40.37433522
Residential,2041,-104.7113712,40.37427313
Residential,2352,-104.7108016,40.37453442
Residential,720,-104.719009,40.37590819
Residential,2279,-104.718857,40.37585402
Residential,2400,-104.7249824,40.37640997
Residential,1779,-104.7200405,40.37670955
Residential,1910,-104.7202906,40.37671471
Commercial,1082,-104.7207505,40.37674458
Residential,1320,-104.7342115,40.37696443
Residential,1634,-104.7208316,40.37720979
Residential,910,-104.7195248,40.37725151
Residential,1694,-104.747672,40.37880495
Residential,1506,-104.747672,40.37880495
Residential,1488,-104.747672,40.37880495
Residential,1300,-104.747672,40.37880495
Residential,1296,-104.747672,40.37880495
Residential,1235,-104.747672,40.37880495
Residential,988,-104.747672,40.37880495
Residential,838,-104.747672,40.37880495
Residential,2880,-104.7401643,40.37869374
Residential,1840,-104.7520837,40.3794679
Residential,1378,-104.7482017,40.37951872
Residential,1505,-104.7476707,40.37953873
Residential,922,-104.7481925,40.37958424
Residential,864,-104.7476758,40.37962126
Residential,3206,-104.7476768,40.37976782
Residential,1378,-104.7481908,40.37989972
Residential,2700,-104.7516077,40.37991281
Residential,2880,-104.7481857,40.37997142
Residential,209,-104.7406197,40.38012299
Residential,1729,-104.7531422,40.38033944
Residential,1190,-104.7286247,40.38032691
Residential,1951,-104.7285334,40.38034829
Residential,1199,-104.7283586,40.38040372
Residential,2020,-104.728265,40.38043527
Residential,1599,-104.7263171,40.38048323
Residential,1977,-104.7258471,40.38048294
Residential,1431,-104.7255919,40.38047503
Residential,968,-104.7807213,40.38089484
Residential,1603,-104.7805973,40.38095021
Residential,2064,-104.7272855,40.38074974
Residential,1024,-104.7829446,40.38117143
Residential,1158,-104.7830125,40.38126032
Residential,46209,-104.7519946,40.38121754
Residential,6380,-104.7832123,40.38152873
Residential,480,-104.7501555,40.38132401
Residential,1355,-104.7275136,40.38119207
Residential,1720,-104.7832973,40.38161658
Residential,352,-104.7386504,40.38137592
Residential,1691,-104.7500465,40.38145057
Residential,1623,-104.7823662,40.38177587
Residential,1670,-104.7268332,40.38133077
Residential,120,-104.7260317,40.38143013
Residential,120,-104.7498802,40.38157958
Residential,1780,-104.7497045,40.38168781
Residential,910,-104.7825157,40.38197385
Residential,2036,-104.7801864,40.3819247
Residential,1532,-104.7272315,40.38158916
Residential,2160,-104.7441867,40.38177783
Residential,1536,-104.7504657,40.3817107
Residential,2243,-104.7495248,40.38177365
Residential,1641,-104.7269875,40.38164334
Residential,1742,-104.7493342,40.38187898
Residential,826,-104.7259862,40.38169521
Residential,1396,-104.7267699,40.38173364
Residential,576,-104.726523,40.38175488
Residential,2079,-104.7503026,40.38185748
Residential,1213,-104.7262709,40.38175584
Residential,2079,-104.782987,40.38218057
Residential,1767,-104.7256703,40.38180469
Residential,1631,-104.7830344,40.38224554
Residential,288,-104.7432853,40.38193307
Residential,972,-104.7501382,40.38197082
Residential,288,-104.7787178,40.38232494
Commercial,960,-104.7499483,40.38208259
Residential,2280,-104.7545805,40.38190906
Residential,900,-104.7256851,40.38217956
Residential,1844,-104.7840071,40.3825046
Residential,2430,-104.7438477,40.38227533
Residential,1464,-104.7547151,40.38248299
Residential,10948,-104.7494988,40.38228383
Residential,2400,-104.7547899,40.38251663
Residential,1412,-104.726867,40.38218847
Residential,2791,-104.7839246,40.38253976
Residential,2280,-104.7548646,40.38255027
Residential,1386,-104.7263014,40.38231153
Residential,224,-104.7429961,40.38243431
Residential,4496,-104.7547398,40.38258169
Residential,1386,-104.7549394,40.38258392
Residential,1080,-104.7420315,40.38242284
Residential,640,-104.7823369,40.38268181
Residential,1620,-104.7256927,40.38237915
Residential,2072,-104.7548145,40.38261533
Residential,1777,-104.7550141,40.38261756
Residential,1998,-104.7548893,40.38264897
Residential,1330,-104.7550889,40.38265123
Residential,1642,-104.754964,40.38268261
Residential,2280,-104.7550388,40.38271628
Residential,1333,-104.7262852,40.38250966
Residential,2280,-104.7256723,40.38253035
Residential,1656,-104.7262874,40.38269176
Residential,936,-104.7256962,40.38271469
Residential,1964,-104.7557068,40.38305852
Residential,962,-104.7558055,40.38305915
Residential,1034,-104.7545829,40.38306766
Residential,1119,-104.7546697,40.38306822
Residential,992,-104.7547564,40.38306878
Residential,852,-104.7548431,40.38306933
Residential,1063,-104.7549298,40.38306989
Residential,1398,-104.7550166,40.38307045
Residential,820,-104.7887355,40.38317157
Residential,1100,-104.7557061,40.38312489
Residential,972,-104.7558048,40.38312553
Residential,803,-104.7793472,40.3831534
Residential,728,-104.7545821,40.38314315
Residential,1055,-104.7546688,40.38314371
Residential,768,-104.7547555,40.38314426
Residential,832,-104.7548423,40.38314482
Residential,1360,-104.754929,40.38314538
Residential,3000,-104.7550158,40.38314594
Residential,1319,-104.7557054,40.38319121
Residential,12480,-104.7558041,40.38319184
Residential,6400,-104.7841464,40.38340038
Residential,15600,-104.7557046,40.38325753
Residential,1625,-104.7558033,40.38325816
Residential,1166,-104.7557039,40.38332384
Residential,1025,-104.7558026,40.38332448
Residential,1025,-104.7545797,40.3833099
Residential,1696,-104.7546664,40.38331046
Residential,1554,-104.7547532,40.38331102
Residential,1525,-104.7548399,40.38331158
Residential,2034,-104.7549266,40.38331213
Residential,1188,-104.7550134,40.38331269
Residential,1120,-104.7551975,40.38331784
Residential,1012,-104.7552843,40.3833184
Residential,1474,-104.755371,40.38331896
Residential,1330,-104.7841499,40.38348543
Residential,1504,-104.7558019,40.38339079
Residential,1025,-104.7557032,40.38339016
Residential,852,-104.7545789,40.38338539
Residential,2108,-104.7546656,40.38338595
Residential,2630,-104.7547523,40.3833865
Residential,1877,-104.7548391,40.38338706
Residential,3005,-104.7549258,40.38338762
Residential,1474,-104.7550126,40.38338818
Residential,1868,-104.7551967,40.38339333
Residential,1552,-104.7552834,40.38339389
Residential,1236,-104.7553701,40.38339444
Residential,2340,-104.7803147,40.38357206
Residential,1329,-104.7832122,40.38367089
Residential,912,-104.7872898,40.38366315
Residential,1026,-104.7806406,40.38399874
Residential,1964,-104.7831698,40.38416125
Residential,1080,-104.7866627,40.38429058
Residential,999,-104.7801172,40.38421813
Residential,3222,-104.783195,40.38433169
Residential,2360,-104.7934676,40.38436104
Residential,1620,-104.7894239,40.38446623
Residential,1450,-104.7808944,40.38433606
Residential,1161,-104.7879067,40.38443831
Residential,1224,-104.7804966,40.38463383
Residential,1525,-104.7920539,40.38476883
Residential,1288,-104.7834308,40.38489467
Residential,2072,-104.7830112,40.38490406
Residential,1953,-104.7815156,40.38490716
Residential,2049,-104.7810691,40.38487373
Residential,1971,-104.7396734,40.38520863
Residential,2581,-104.7400009,40.38523835
Residential,1080,-104.7397518,40.38534467
Residential,1666,-104.7697273,40.3855185
Residential,2186,-104.7397581,40.38548268
Residential,1134,-104.7398971,40.38563887
Residential,2737,-104.753528,40.38579086
Residential,2139,-104.7399703,40.38579631
Residential,4182,-104.7403636,40.38581114
Residential,1818,-104.7526661,40.38597901
Residential,1296,-104.7528678,40.386017
Residential,1842,-104.7517698,40.38610282
Residential,4182,-104.7406922,40.3860491
Residential,1294,-104.7531132,40.38610909
Residential,1454,-104.7533291,40.38615985
Residential,1468,-104.7517767,40.38626053
Residential,2303,-104.7860899,40.38632572
Residential,2425,-104.7410905,40.38617722
Residential,1753,-104.7404303,40.3861471
Residential,1838,-104.7419461,40.38618922
Residential,1006,-104.7405866,40.38624002
Residential,1318,-104.7552627,40.38636421
Residential,1544,-104.7517491,40.38642125
Residential,1359,-104.7541149,40.38642343
Residential,1412,-104.7890136,40.38657529
Residential,2698,-104.7914396,40.38668052
Residential,2053,-104.7416315,40.38640142
Residential,2666,-104.7420287,40.38641144
Residential,2805,-104.7421937,40.38641374
Residential,3956,-104.742423,40.38640003
Residential,1544,-104.789955,40.38672804
Residential,1311,-104.7540221,40.38656298
Residential,1284,-104.7517561,40.3866187
Residential,1868,-104.7729403,40.38685781
Residential,891,-104.7928424,40.38761169
Residential,2101,-104.774056,40.38767913
Residential,2526,-104.7919012,40.38788334
Residential,1008,-104.7909476,40.38808692
Residential,1491,-104.7744506,40.38827398
Residential,1022,-104.7909668,40.38841572
Commercial,1560,-104.7732043,40.38852081
Residential,1865,-104.9836711,40.08452622
Residential,1726,-104.9511722,40.10657719
Residential,1120,-104.9510824,40.10677011
Residential,1408,-104.7823053,40.38583083
Residential,857,-104.7536483,40.38662182
Residential,1296,-104.7882695,40.38684876
Residential,1926,-104.7517828,40.38678951
Residential,1086,-104.7539989,40.38672338
Residential,1296,-104.7550555,40.38672902
Residential,1680,-104.7884329,40.38688181
Residential,1514,-104.788654,40.3869689
Residential,1500,-104.7523759,40.38691058
Residential,552,-104.7550215,40.38692269
Residential,1515,-104.7887767,40.38704581
Residential,928,-104.7517625,40.38692924
Residential,1166,-104.7539235,40.38689937
Residential,1168,-104.7545994,40.38696228
Residential,1322,-104.7889673,40.38720819
Residential,1590,-104.754958,40.38708833
Residential,1322,-104.7524003,40.38706029
Residential,1600,-104.7517668,40.38709391
Residential,1428,-104.7539267,40.38709604
Residential,928,-104.7890444,40.3872818
Residential,1509,-104.7545899,40.38711567
Residential,1453,-104.7536312,40.38717789
Residential,896,-104.7550102,40.38724213
Residential,1402,-104.7539227,40.3872756
Residential,1555,-104.7550407,40.38741799
Residential,1352,-104.7451051,40.38731522
Residential,912,-104.7539366,40.38743305
Residential,1324,-104.754554,40.3874946
Residential,1287,-104.7550094,40.38757311
Residential,912,-104.7536428,40.38757157
Residential,1839,-104.7538569,40.38767836
Residential,2546,-104.755009,40.38773623
Residential,1911,-104.7520098,40.38767055
Residential,1086,-104.7521941,40.38763755
Residential,1458,-104.7544728,40.38765283
Residential,1448,-104.7525951,40.38773194
Residential,912,-104.7550163,40.38791335
Residential,1742,-104.7542793,40.38784147
Residential,2546,-104.7464364,40.38784888
Residential,1352,-104.7531971,40.3879284
Residential,1328,-104.7544361,40.38797528
Residential,1839,-104.7549513,40.38810147
Residential,1258,-104.7548429,40.38824732
Residential,1670,-104.7544962,40.38859789
Residential,1778,-104.5591764,40.38738013
Residential,1403,-104.5589395,40.38738497
Residential,1322,-104.5586779,40.38737435
Residential,1370,-104.754647,40.38871322
Commercial,1255,-104.5552596,40.3873916
Commercial,2322,-104.7515394,40.3927082
Commercial,1155,-104.6964962,40.39282356
Commercial,4776,-104.7537595,40.39298482
Residential,1098,-104.7487778,40.39407517
Residential,1296,-104.6703021,40.39406388
Commercial,4344,-104.6690159,40.39421217
Commercial,1078,-104.7479073,40.3942619
Residential,1632,-104.7499753,40.39429102
Residential,1296,-104.6689835,40.39479919
Residential,1830,-104.6690513,40.39496679
Residential,1880,-104.6690748,40.39530374
Residential,920,-104.6661693,40.39701944
Residential,1128,-104.7951635,40.39981248
Residential,1420,-104.7964401,40.39987862
Residential,1386,-104.795912,40.39987899
Residential,1458,-104.7948862,40.39998886
Residential,1254,-104.7948717,40.40023282
Residential,1176,-104.796305,40.40048901
Residential,9600,-104.7134007,40.39994542
Residential,1088,-104.7949689,40.40070594
Residential,1789,-104.7949081,40.40115607
Residential,1500,-104.7950009,40.4015522
Residential,2156,-104.9268526,40.40209674
Residential,2560,-104.792591,40.40179517
Residential,1410,-104.6444756,40.399596
Residential,2221,-104.7949145,40.40197992
Residential,1340,-104.7927497,40.40267352
Residential,2206,-104.9355443,40.40330766
Residential,2379,-104.8086028,40.40321207
Residential,1200,-104.7920382,40.40325129
