ACCTTYPE,SF,X,Y
Residential,2774,-104.803627,40.40299432
Residential,1998,-104.8036379,40.40314552
Residential,1998,-104.803642,40.40335047
Residential,2288,-104.8036405,40.40349775
Residential,4380,-104.8036446,40.40370271
Residential,4380,-104.802267,40.40429415
Residential,640,-104.8020359,40.40433566
Residential,3000,-104.8018532,40.40452995
Residential,756,-104.8022924,40.40485667
Residential,991,-104.8017448,40.40476282
Residential,2016,-104.8023489,40.40511263
Residential,1249,-104.8020745,40.40512051
Residential,1680,-104.8018372,40.4051233
Residential,144,-104.8015628,40.40513118
Residential,1237,-104.8012944,40.40523907
Residential,1147,-104.8023621,40.40562084
Residential,1198,-104.8020877,40.40562872
Residential,1237,-104.8018503,40.4056315
Residential,1147,-104.801576,40.40563938
Residential,17669,-104.8013216,40.4055187
Residential,8730,-104.8023724,40.40593087
Residential,4380,-104.8021044,40.40592449
Residential,1324,-104.8018117,40.40589413
Residential,1676,-104.8015547,40.40603556
Residential,1853,-104.8023672,40.40644078
Residential,2288,-104.8021116,40.406444
Residential,2288,-104.805686,40.41789781
Residential,1998,-104.8057947,40.41808216
Residential,2288,-104.8059166,40.41822055
Residential,2038,-104.806016,40.41836811
Residential,1998,-104.8061202,40.41852304
Residential,2288,-104.8061703,40.41871025
Residential,2038,-104.8061733,40.41888662
Residential,2288,-104.806189,40.41908626
Residential,1772,-104.8062684,40.4193182
Residential,11100,-104.8062339,40.41774483
Residential,240,-104.8064055,40.41788546
Residential,450,-104.8065146,40.4180294
Residential,700,-104.8066664,40.41814007
Residential,2880,-104.8067272,40.41830209
Residential,4200,-104.8067436,40.41844295
Residential,4200,-104.8087543,40.4178746
Residential,1290,-104.8089837,40.41800823
Residential,1290,-104.8082404,40.41783112
Residential,7128,-104.8084665,40.41782145
Residential,14000,-104.8073813,40.41768644
Residential,450,-104.8071595,40.41775492
Residential,1998,-104.8066984,40.41772278
Residential,2038,-104.8093781,40.4176963
Residential,2288,-104.8079469,40.41728745
Residential,1998,-104.8076729,40.41728214
Residential,2288,-104.8074375,40.41727338
Residential,2288,-104.8065914,40.41728303
Residential,1998,-104.8061397,40.41726563
Residential,1998,-104.8059085,40.41730833
Residential,2288,-104.8055755,40.41743861
Residential,1920,-104.8053916,40.41756609
Residential,1080,-104.8072338,40.4179903
Residential,720,-104.8072512,40.41816676
Residential,1230,-104.8072592,40.41832846
Residential,2630,-104.8079193,40.41770414
Residential,3421,-104.8079079,40.41788043
Residential,3432,-104.8079062,40.41804575
Residential,4118,-104.8079238,40.41820384
Residential,2628,-104.8079172,40.41837648
Residential,2571,-104.8079107,40.41854544
Residential,1246,-104.8082145,40.41838747
Residential,1761,-104.9324681,40.44585668
Residential,1747,-104.9321752,40.44582666
Residential,1453,-104.934037,40.4477182
Residential,1761,-104.9337308,40.44777866
Residential,2122,-104.9334009,40.44769604
Residential,2318,-104.9332341,40.44749506
Residential,1747,-104.9331296,40.44730869
Residential,1761,-104.932822,40.44680202
Residential,2122,-104.9327113,40.44661562
Residential,2122,-104.9325071,40.4464097
Residential,1600,-104.9321646,40.44634607
Residential,1854,-104.9329388,40.44775097
Residential,1319,-104.932853,40.44756468
Residential,1698,-104.9327422,40.44739258
Residential,2318,-104.9326438,40.4472253
Residential,1922,-104.932558,40.44703902
Residential,1922,-104.9321182,40.44666514
Residential,1790,-104.9319143,40.44717884
Residential,2374,-104.9320308,40.44742246
Residential,1457,-104.9320915,40.44762292
Residential,2077,-104.9321649,40.44779484
Residential,2001,-104.9322757,40.44796695
Commercial,2560,-104.8132042,40.07120141
Residential,1579,-104.790952,40.4210404
Residential,1579,-104.8447052,40.51818819
Residential,1856,-104.8449672,40.5189666
Residential,2064,-104.8446088,40.51886937
Residential,1419,-104.8440931,40.51749541
Residential,1856,-104.8440756,40.51775809
Residential,1579,-104.844073,40.51802467
Residential,2064,-104.8441729,40.51833298
Residential,1419,-104.8441195,40.51869758
Residential,2064,-104.8449611,40.51767916
Residential,1579,-104.84583,40.51771075
Residential,2269,-104.8464328,40.51789333
Residential,1856,-104.8466471,40.51793647
Residential,2269,-104.8468466,40.51797953
Residential,3377,-104.8470459,40.5180264
Residential,2920,-104.8472704,40.51806578
Residential,2617,-104.8475051,40.51807473
Residential,3384,-104.84772,40.5180645
Residential,2513,-104.8479098,40.51806175
Residential,3641,-104.8481298,40.51805155
Residential,3438,-104.8483694,40.51807195
Residential,3585,-104.8463185,40.51834637
Residential,4210,-104.8465379,40.51838954
Residential,4234,-104.8467573,40.51842509
Residential,3425,-104.8469767,40.51846826
Residential,4189,-104.8472212,40.51850014
Residential,4268,-104.8474509,40.51851286
Residential,3641,-104.8476856,40.51852562
Residential,3657,-104.8478954,40.5185268
Residential,3924,-104.8481052,40.51852416
Residential,4234,-104.8483499,40.51853697
Residential,4220,-104.8461452,40.51869996
Residential,4222,-104.8463394,40.51876205
Residential,4268,-104.8465388,40.51880893
Residential,3619,-104.846768,40.51887503
Residential,4189,-104.8469974,40.51891825
Residential,3924,-104.847222,40.51893858
Residential,3449,-104.8474267,40.51895117
Residential,4234,-104.8476364,40.51896378
Residential,4210,-104.8478661,40.5189727
Residential,4268,-104.8480757,40.51899675
Residential,2202,-104.8483054,40.51900947
Residential,600,-104.8459213,40.5191257
Residential,1170,-104.8461454,40.51919178
Residential,288,-104.8463396,40.51926149
Residential,288,-104.8465738,40.51932
Residential,288,-104.8468234,40.51934809
Residential,3000,-104.847058,40.51936466
Residential,1300,-104.8472924,40.5194041
Residential,3694,-104.8475321,40.5194207
Residential,4220,-104.8477518,40.51942956
Residential,3441,-104.8479864,40.51944994
Residential,1917,-104.848246,40.51946664
Residential,14280,-104.8488651,40.51794511
Residential,2595,-104.8488577,40.51871519
Residential,936,-104.8488192,40.51908098
Residential,2449,-104.8487757,40.51945055
Residential,1627,-104.8493088,40.51804672
Residential,1917,-104.8493022,40.51821443
Residential,2836,-104.8493039,40.51854994
Residential,2031,-104.8493023,40.51872531
Residential,1654,-104.8493006,40.51889305
Residential,2289,-104.8493042,40.51903795
Residential,1917,-104.8493077,40.51919809
Residential,1868,-104.8499197,40.51789764
Residential,1654,-104.8499181,40.51806538
Residential,1627,-104.8499316,40.51822177
Residential,2031,-104.8499133,40.51856098
Residential,2289,-104.8499117,40.51873253
Residential,2836,-104.8499103,40.5188774
Residential,1654,-104.8499137,40.51903755
Residential,1868,-104.8499203,40.51939215
Residential,2513,-104.8499388,40.51954856
Residential,2617,-104.8482527,40.51994038
Residential,2608,-104.8479749,40.51993406
Residential,2919,-104.8477407,40.51993513
Residential,2523,-104.8474878,40.51993371
Residential,2617,-104.8472539,40.51990618
Residential,2617,-104.8470355,40.51988828
Residential,3384,-104.8468049,40.51983218
Residential,2523,-104.846571,40.51980703
Residential,2920,-104.8463625,40.51973676
Residential,1500,-104.8461352,40.51966876
Residential,1500,-104.8459172,40.51960796
Residential,2617,-104.8456803,40.51956612
Residential,2919,-104.8491256,40.52040754
Residential,2595,-104.8489164,40.52040637
Residential,2523,-104.8487103,40.52041237
Residential,2513,-104.8482481,40.52041216
Residential,2594,-104.8480108,40.52042036
Residential,3384,-104.8475237,40.52041286
Residential,2617,-104.8472801,40.52042102
Residential,2919,-104.8468214,40.52038985
Residential,2617,-104.8466155,40.52036963
Residential,3384,-104.8463848,40.52033259
Residential,2617,-104.8461422,40.52023591
Residential,2910,-104.8459368,40.52016565
Residential,2598,-104.8457126,40.52010006
Agricultural,2195,-104.8455103,40.52003458
Residential,1272,-104.8649378,40.49793783
Residential,1794,-104.8649439,40.49808656
Residential,2195,-104.8649774,40.49824305
Residential,1272,-104.8650084,40.49840144
Residential,1776,-104.8650142,40.49857304
Residential,1692,-104.8649127,40.49874595
Residential,2195,-104.8646725,40.49906489
Residential,1614,-104.8645713,40.49920731
Residential,1794,-104.8644728,40.49932496
Residential,2354,-104.8643617,40.49945398
Residential,2494,-104.8642603,40.49961355
Agricultural,1614,-104.8655471,40.49794116
Residential,1794,-104.8655756,40.49809763
Residential,2354,-104.8656089,40.49826938
Residential,1272,-104.8656622,40.49844886
Residential,1614,-104.8656702,40.49865287
Residential,1723,-104.865616,40.49884702
Residential,2195,-104.8655069,40.49902752
Residential,1272,-104.8652144,40.49932711
Residential,1953,-104.8650506,40.49949396
Residential,1614,-104.8649294,40.49963055
Residential,2494,-104.8648057,40.49977666
Residential,2195,-104.8647044,40.49992479
Residential,1953,-104.8646382,40.5000655
Residential,1272,-104.8645644,40.50020806
Residential,2354,-104.8644957,40.50034684
Residential,1614,-104.8644295,40.50047611
Residential,1953,-104.8643633,40.50061871
Residential,1272,-104.8642556,40.50090978
Residential,2494,-104.8642241,40.50107355
Residential,2823,-104.864163,40.50120475
Residential,2183,-104.864645,40.49800867
Residential,2183,-104.864405,40.49803023
Residential,2252,-104.8641674,40.49807659
Residential,1856,-104.8640114,40.49819964
Residential,1579,-104.8646724,40.4985483
Residential,2064,-104.8644582,40.49848612
Residential,1856,-104.8642639,40.49843359
Residential,2148,-104.8640316,40.49844376
Residential,1953,-104.8638298,40.4983969
Residential,1614,-104.8643255,40.49905728
Residential,2195,-104.8641386,40.4990105
Residential,1272,-104.8639568,40.49895804
Residential,1794,-104.8637925,40.49891329
Residential,1723,-104.8636082,40.498857
Residential,1272,-104.8640598,40.49943136
Residential,2195,-104.8638879,40.49938466
Residential,1614,-104.863716,40.49933988
Residential,1272,-104.8635593,40.49928183
Residential,1272,-104.863355,40.49922353
Residential,2195,-104.864127,40.49998645
Residential,1614,-104.8638978,40.49992229
Residential,1272,-104.8636986,40.4998621
Residential,1692,-104.8635019,40.49980765
Residential,1724,-104.8633002,40.49974745
Residential,1692,-104.8630785,40.49968714
Residential,2195,-104.863997,40.50026596
Residential,1638,-104.8637678,40.5002037
Residential,1776,-104.8635711,40.50014353
Residential,1692,-104.8633645,40.50007758
Residential,1272,-104.8631803,40.50001557
Residential,1776,-104.8629461,40.49995138
Residential,1638,-104.8637681,40.50070505
Residential,1272,-104.863544,40.50063329
Residential,1953,-104.8633298,40.50057683
Residential,2195,-104.8631307,40.50050902
Residential,1776,-104.862939,40.50044888
Residential,1794,-104.8627124,40.50037901
Residential,2354,-104.8652165,40.50150788
Residential,1614,-104.8650263,40.50154307
Residential,1953,-104.8648312,40.50157822
Residential,1272,-104.8636333,40.50096261
Residential,1614,-104.8634055,40.5008956
Residential,2195,-104.8632075,40.50083732
Residential,1272,-104.8629983,40.50077899
Residential,1692,-104.8627966,40.50071783
Residential,1819,-104.86258,40.50065088
Residential,1752,-104.8645786,40.50162259
Residential,1734,-104.8642863,40.50163814
Residential,2454,-104.8640432,40.50159392
Residential,1457,-104.8638265,40.50153269
Residential,2494,-104.8636249,40.50146582
Residential,1953,-104.8634344,40.50141044
Residential,2195,-104.8632364,40.50135217
Residential,1272,-104.863057,40.50130544
Residential,1614,-104.8628703,40.50124723
Residential,2354,-104.8626873,40.50118903
Residential,2195,-104.8624893,40.50113076
Residential,1960,-104.8622727,40.50106381
Residential,192,-104.6396604,40.07222738
Commercial,1554,-104.6396671,40.07207468
Commercial,1790,-104.8868695,40.47909128
Commercial,288,-104.8877779,40.47910072
Residential,1468,-104.8884076,40.47767569
Residential,1830,-104.7322582,40.51924186
Residential,224,-104.7326499,40.51938741
Residential,1554,-104.7320938,40.51956272
Residential,1568,-104.7296105,40.5142755
Residential,1246,-104.7298845,40.51433831
Residential,1790,-104.730108,40.51445798
Residential,1453,-104.7303164,40.51458137
Residential,1554,-104.7305148,40.51470087
Residential,1246,-104.7306932,40.51482787
Residential,1568,-104.7311197,40.51510519
Residential,1698,-104.7313431,40.51522867
Residential,1790,-104.7315216,40.51534804
Residential,2302,-104.731715,40.51546751
Residential,1698,-104.7319034,40.51559457
Residential,1554,-104.7321065,40.51575223
Residential,1246,-104.7298089,40.51484107
Residential,1453,-104.7299924,40.51496048
Residential,1568,-104.7301908,40.51507998
Residential,1453,-104.7303793,40.51519561
Residential,2318,-104.7307414,40.51542676
Residential,1747,-104.7309646,40.5155693
Residential,1246,-104.7312026,40.51571956
Residential,2318,-104.731411,40.51584295
Residential,1319,-104.7296698,40.5156446
Residential,1854,-104.7295873,40.51587281
Residential,1790,-104.7296844,40.51612127
Residential,1319,-104.7300288,40.51615024
Residential,1319,-104.7303247,40.51604926
Residential,2302,-104.729666,40.515107
Residential,1790,-104.729899,40.51526105
Residential,1922,-104.7301072,40.51540349
Vacant Land,1790,-104.7304641,40.51564605
Residential,2318,-104.7306377,40.51576158
Residential,2302,-104.7308464,40.51585827
Residential,2026,-104.7293222,40.5154631
Residential,5000,-104.7292698,40.51567626
Residential,1453,-104.7292426,40.51587433
Residential,1246,-104.728714,40.51447543
Residential,1319,-104.728752,40.51464724
Residential,1790,-104.72878,40.51482662
Residential,384,-104.7287578,40.5150171
Residential,384,-104.7287135,40.51539806
Residential,1594,-104.7286766,40.51556557
Residential,1594,-104.7286445,40.51575599
Residential,6000,-104.7286274,40.51594269
Residential,11040,-104.728655,40.51614494
Residential,12000,-104.7287909,40.51649659
Residential,1854,-104.7288442,40.51664182
Residential,2302,-104.7322342,40.5159437
Residential,1453,-104.7314629,40.51611779
Residential,1246,-104.7312523,40.51618503
Residential,720,-104.7310317,40.516256
Residential,240,-104.7305365,40.51631373
Residential,3060,-104.7302411,40.51637277
Residential,3070,-104.7299708,40.51641673
Residential,1680,-104.7296955,40.51646066
Residential,4094,-104.7293953,40.51650823
Residential,1974,-104.7306253,40.51684426
Residential,3029,-104.7303652,40.51688066
Residential,3029,-104.7301051,40.51690944
Residential,3200,-104.7298498,40.5169535
Residential,1200,-104.7295695,40.51699739
Residential,1736,-104.7290835,40.5171238
Residential,2688,-104.7288331,40.51717932
Residential,4254,-104.7285926,40.51723873
Residential,2100,-104.7283722,40.51729064
Residential,4800,-104.7281417,40.51735011
Residential,8792,-104.7279213,40.51740202
Residential,810,-104.7276861,40.5174424
Residential,360,-104.7274457,40.51749036
Residential,162,-104.7272253,40.51754608
Residential,21352,-104.7269899,40.51760171
Residential,288,-104.7267443,40.51767251
Residential,1685,-104.7269117,40.5178795
Residential,2014,-104.7270588,40.51812448
Residential,1800,-104.7272159,40.51836572
Residential,120,-104.7261185,40.51778653
Residential,120,-104.7262414,40.51795892
Residential,1800,-104.7263644,40.51812368
Residential,2112,-104.7264827,40.51826553
Residential,3200,-104.7265856,40.51843778
Residential,624,-104.7266786,40.51860996
Residential,715,-104.7282599,40.51618806
Residential,200,-104.7280296,40.5162361
Residential,180,-104.7278041,40.5162956
Residential,3022,-104.7275788,40.51633985
Residential,2140,-104.7273533,40.51639554
Residential,1500,-104.7271179,40.51645116
Residential,16628,-104.7268826,40.51649916
Residential,16628,-104.7266521,40.51655863
Residential,1200,-104.7264466,40.51661826
Residential,360,-104.726201,40.51668525
Residential,444,-104.7259104,40.51676338
Residential,460,-104.7258129,40.51654923
Residential,3200,-104.7260741,40.51642515
Residential,3200,-104.7262951,40.51632369
Residential,1808,-104.7267322,40.51610547
Residential,364,-104.7269284,40.51598858
Residential,8712,-104.7271346,40.51586414
Residential,2280,-104.7273755,40.5157628
Residential,300,-104.7275966,40.51565371
Residential,8500,-104.7277878,40.51553679
Residential,3825,-104.7280135,40.51545442
Residential,1483,-104.7282486,40.51542548
Residential,2159,-104.7283139,40.51495696
Residential,2016,-104.7280739,40.51497443
Residential,1200,-104.7277987,40.51501454
Residential,1981,-104.7275629,40.51510066
Residential,1200,-104.7273619,40.51520608
Residential,2052,-104.7271659,40.51530772
Residential,2052,-104.7269598,40.51542453
Residential,1200,-104.7267639,40.51551854
Residential,1200,-104.7265479,40.51562386
Residential,1680,-104.726357,40.51571409
Residential,4480,-104.726141,40.5158194
Residential,4200,-104.72595,40.51592107
Residential,4200,-104.7257391,40.51601879
Residential,144,-104.725533,40.51612417
Residential,2204,-104.7253169,40.51624092
Residential,2100,-104.7250749,40.51643374
Residential,1487,-104.7251121,40.51667037
Residential,1800,-104.7252498,40.51686192
Residential,2000,-104.7253426,40.51704554
Residential,288,-104.725575,40.51726059
Residential,1168,-104.725925,40.51723242
Residential,1134,-104.7261555,40.51716915
Residential,1084,-104.7263758,40.51712486
Residential,3140,-104.7268467,40.51700981
Residential,1440,-104.7270722,40.51695031
Residential,1440,-104.7273026,40.51690227
Residential,600,-104.7275229,40.5168618
Residential,7560,-104.7277533,40.51680233
Residential,1567,-104.7279789,40.51673902
Residential,2823,-104.7284446,40.51663917
Residential,1856,-104.7291988,40.51739995
Residential,1579,-104.7289333,40.51746301
Residential,2064,-104.7287078,40.5175206
Residential,1579,-104.7284798,40.517582
Residential,1856,-104.7282468,40.51763955
Residential,1579,-104.728029,40.51768576
Residential,1579,-104.7277613,40.5177202
Residential,1856,-104.7293712,40.5178262
Residential,1579,-104.7291234,40.51787602
Residential,1419,-104.728903,40.51792603
Residential,1579,-104.72868,40.51798746
Residential,1856,-104.7276854,40.51824773
Residential,1579,-104.7274424,40.5180898
Residential,1579,-104.730658,40.51713893
Residential,1856,-104.730393,40.51715624
Residential,1856,-104.7301678,40.51718716
Residential,1579,-104.7299352,40.51721993
Residential,1272,-104.7296748,40.51727158
Residential,2064,-104.730395,40.51763664
Residential,1856,-104.7301549,40.51766936
Residential,140,-104.7298696,40.51771322
Residential,1056,-104.8639211,40.50988393
Residential,1200,-104.8638631,40.50967011
Residential,2432,-104.8637753,40.50944851
Residential,1907,-104.8635018,40.50931738
Residential,2176,-104.8632071,40.50931577
Residential,288,-104.8629572,40.50933346
Residential,384,-104.8627225,40.50932455
Residential,2723,-104.8624629,40.5093155
Residential,2240,-104.8621782,40.50931012
Residential,1806,-104.8618281,40.50935395
Residential,400,-104.8633658,40.50996476
Residential,512,-104.8632781,40.50973553
Residential,1329,-104.8629831,40.50976442
Residential,240,-104.8627335,40.5097478
Residential,1836,-104.8622139,40.50976401
Residential,960,-104.8694055,40.50936101
Residential,1638,-104.8690811,40.50932875
Residential,2400,-104.8688362,40.5093503
Residential,1500,-104.8685865,40.50934513
Residential,1280,-104.8683267,40.50934753
Residential,1978,-104.8672628,40.50934555
Residential,2236,-104.8669831,40.50934403
Residential,1920,-104.866718,40.50938452
Residential,2204,-104.8664878,40.50942901
Residential,1200,-104.8661626,40.50948824
Residential,2227,-104.8659174,40.50952884
Residential,450,-104.8656872,40.50957334
Residential,1620,-104.8654271,40.50961385
Residential,1200,-104.865192,40.50964688
Residential,1620,-104.8649268,40.50969499
Residential,2671,-104.8646867,40.50973181
Residential,2671,-104.8630158,40.51000478
Residential,8000,-104.8627258,40.51003751
Residential,2202,-104.862481,40.51003998
Residential,1665,-104.8660035,40.50993725
Residential,1200,-104.8647377,40.51015146
Residential,1119,-104.8641873,40.51025139
Residential,1546,-104.8639522,40.51029204
Residential,1710,-104.8637321,40.51032896
Residential,1119,-104.863522,40.5103545
Residential,9800,-104.8633069,40.51039144
Residential,3521,-104.8631068,40.51042466
Residential,3529,-104.8628817,40.51045393
Residential,2524,-104.8626516,40.51049079
Residential,3456,-104.8624367,40.51049723
Residential,2703,-104.8653306,40.51031864
Residential,2549,-104.8650854,40.51036686
Residential,315,-104.8648051,40.51042252
Residential,1000,-104.8642498,40.51051098
Residential,200,-104.8640048,40.51054014
Residential,3312,-104.8638046,40.51058098
Residential,3577,-104.8635894,40.51062174
Residential,1329,-104.8633844,40.51064731
Residential,1980,-104.8631642,40.51068804
Residential,1200,-104.8629491,40.51072498
Residential,2052,-104.862709,40.51075798
Residential,1200,-104.8624789,40.51079484
Residential,1880,-104.867677,40.51046106
Residential,1810,-104.8674172,40.51046346
Residential,1690,-104.8655916,40.51071657
Residential,1199,-104.8653564,40.51076485
Residential,1810,-104.8651563,40.51079807
Residential,1440,-104.8625998,40.5112187
Residential,3072,-104.8616635,40.50960086
Residential,120,-104.8616684,40.50986967
Residential,1778,-104.8616837,40.51063321
Residential,2329,-104.861846,40.51130034
Residential,1432,-104.8619006,40.5114722
Residential,1908,-104.8613205,40.5104612
Residential,2329,-104.8614097,40.51104477
Residential,1909,-104.8614605,40.51119953
Residential,2329,-104.8615046,40.51136423
Residential,2329,-104.8615586,40.51152151
Residential,1579,-104.8607297,40.51045546
Residential,2329,-104.8607603,40.51066494
Residential,1432,-104.8607846,40.51085943
Residential,1778,-104.8608352,40.51103164
Residential,2329,-104.8608794,40.51119135
Residential,2064,-104.8609302,40.51134861
Residential,2334,-104.8609744,40.51150833
Residential,1579,-104.8610218,40.51166806
Residential,1287,-104.8610754,40.51187268
Residential,1199,-104.8656798,40.51097082
Residential,1485,-104.8654344,40.51101419
Residential,1199,-104.8652316,40.51106185
Residential,2827,-104.8649862,40.51110928
Residential,4140,-104.8644423,40.51119166
Residential,3500,-104.8642023,40.51122692
Residential,4120,-104.8639836,40.51126637
Residential,3247,-104.8637597,40.51128953
Residential,1199,-104.8653768,40.51147721
Residential,2329,-104.8651155,40.51152049
Residential,2329,-104.8632328,40.51183127
Residential,1908,-104.8630194,40.51186667
Residential,1778,-104.8627954,40.51191015
Residential,1579,-104.8625607,40.51194951
Residential,2334,-104.8621021,40.51201202
Residential,2064,-104.8618568,40.51204725
Residential,2329,-104.8616006,40.51211088
Residential,2329,-104.8612545,40.51211304
Residential,1868,-104.8597571,40.5105319
Residential,1627,-104.859814,40.51071104
Residential,2031,-104.8598708,40.51089425
Residential,2329,-104.8599223,40.51107743
Residential,1654,-104.8599843,40.51127692
Residential,1627,-104.86002,40.51145189
Residential,1868,-104.8600714,40.51164319
Residential,1627,-104.860128,40.51185079
Residential,1417,-104.8601744,40.51201768
Residential,1654,-104.8602418,40.51220907
Residential,1417,-104.8602932,40.51240038
Residential,2449,-104.8603498,40.51261204
Residential,2031,-104.8603274,40.51047407
Residential,1627,-104.8603678,40.51070596
Residential,2329,-104.8604352,40.51090142
Residential,1627,-104.8604919,40.51110495
Residential,2449,-104.860554,40.51129225
Residential,1778,-104.8606054,40.51148356
Residential,2334,-104.8606674,40.51168712
Residential,1778,-104.8607029,40.51187427
Residential,1432,-104.860765,40.51206564
Residential,1287,-104.8654435,40.51174582
Residential,1909,-104.8628781,40.51217479
Residential,1778,-104.8621582,40.51228057
Residential,2329,-104.8618808,40.51232782
Residential,1908,-104.8616355,40.51237118
Residential,1778,-104.8613902,40.51240235
Residential,2329,-104.8611394,40.51245787
Residential,1199,-104.8656315,40.51214515
Residential,1908,-104.8653594,40.51219243
Residential,1579,-104.8616473,40.5128102
Residential,1778,-104.8613646,40.51285335
Residential,1432,-104.861114,40.51289668
Residential,1199,-104.8662665,40.51199823
Residential,1588,-104.8662753,40.51220556
Residential,1485,-104.8662878,40.51314043
Residential,1287,-104.8660878,40.51061132
Residential,1485,-104.8661445,40.51081078
Residential,1848,-104.8662278,40.51101445
Residential,1485,-104.8663325,40.51121011
Residential,1287,-104.8664587,40.5113815
Residential,1325,-104.866585,40.51154477
Residential,1736,-104.8667378,40.5117163
Residential,1287,-104.8668001,40.51189141
Residential,1768,-104.8668355,40.51208262
Residential,1485,-104.8668392,40.51225741
Residential,1999,-104.8668535,40.51244444
Residential,1588,-104.866844,40.51289147
Residential,1287,-104.8668528,40.51308254
Residential,1485,-104.8668616,40.51327768
Residential,2703,-104.8668544,40.51348492
Residential,1633,-104.8681527,40.51074043
Residential,1880,-104.8679185,40.51073916
Residential,2703,-104.8677055,40.51073394
Residential,2703,-104.8674606,40.51072854
Residential,1743,-104.8681592,40.51118755
Residential,2703,-104.8679036,40.51119022
Residential,1633,-104.867664,40.51118892
Residential,1287,-104.8673709,40.51121171
Residential,1485,-104.8664345,40.51055631
Residential,1770,-104.866486,40.51073949
Residential,1287,-104.8665643,40.51091061
Residential,1485,-104.8666585,40.51108183
Residential,1770,-104.8667741,40.51125316
Residential,1485,-104.8669005,40.51140423
Residential,1287,-104.8670424,40.51160416
Residential,2248,-104.8671469,40.51182014
Residential,2172,-104.8671926,40.51205205
Residential,768,-104.8671961,40.51225122
Residential,1416,-104.867189,40.51243408
Residential,1433,-104.8672061,40.51288531
Residential,1473,-104.8672255,40.51308864
Residential,1956,-104.8672131,40.51327553
Residential,1199,-104.8671954,40.51346645
Residential,1588,-104.8672043,40.51365346
Residential,2384,-104.8672079,40.51383638
Residential,2064,-104.867021,40.51047822
Residential,2549,-104.8670671,40.51066543
Residential,2549,-104.867156,40.51084475
Residential,1880,-104.867603,40.5114487
Residential,2064,-104.8676761,40.51159948
Residential,1880,-104.8677278,40.51176233
Residential,2384,-104.8677475,40.51193314
Residential,1633,-104.8677621,40.5120836
Residential,1880,-104.8677657,40.51226652
Residential,1485,-104.8677696,40.51242505
Residential,1287,-104.8677493,40.51288827
Residential,1770,-104.867758,40.51309153
Residential,1588,-104.8677615,40.51329071
Residential,1810,-104.867765,40.51348581
Residential,1485,-104.8677631,40.51368902
Residential,1999,-104.8677613,40.51387597
Residential,21576,-104.8677648,40.5140792
Residential,2549,-104.8679046,40.51449859
Residential,1025,-104.8690334,40.50973681
Residential,912,-104.8690416,40.50992748
Residential,849,-104.8690351,40.51008757
Residential,1244,-104.8690336,40.51025532
Residential,1000,-104.869037,40.51041927
Residential,1000,-104.8690306,40.51057174
Residential,1000,-104.8690289,40.51075092
Residential,1000,-104.8690324,40.51091106
Residential,1344,-104.8690254,40.51112834
Residential,960,-104.8690324,40.51145625
Residential,1200,-104.8690108,40.5116277
Residential,960,-104.8690242,40.51179171
Residential,2076,-104.8690276,40.51196329
Residential,100,-104.8696245,40.50955321
Residential,256,-104.8696175,40.50976667
Residential,2240,-104.869581,40.50993803
Residential,2052,-104.8695895,40.51009821
Residential,2052,-104.8696079,40.51026987
Residential,1344,-104.8696263,40.51043391
Residential,1056,-104.8695898,40.51060527
Residential,1212,-104.8695834,40.51075393
Residential,1200,-104.8695818,40.51092167
Residential,60,-104.8696203,40.511082
Residential,60,-104.8696137,40.51124972
Residential,48,-104.8695872,40.51141733
Residential,60,-104.8695756,40.51158501
Residential,200,-104.8695743,40.51172988
Residential,504,-104.8696024,40.5119321
Residential,1543,-104.8695903,40.51215316
Residential,936,-104.8694089,40.51232374
Residential,912,-104.8690789,40.51236007
Residential,625,-104.8688691,40.51235512
Residential,2549,-104.8686194,40.51235376
Residential,2064,-104.8680835,40.51143203
Residential,2384,-104.8680918,40.51161508
Residential,2549,-104.8681054,40.51176384
Residential,2703,-104.8681038,40.51192777
Residential,1633,-104.8681172,40.51210322
Residential,2549,-104.8681208,40.51225574
Residential,1588,-104.8681241,40.51243876
Residential,1287,-104.8681248,40.51288864
Residential,1999,-104.8681328,40.51310218
Residential,1485,-104.868121,40.51329656
Residential,1848,-104.8681142,40.51349477
Residential,1810,-104.8681074,40.51368917
Residential,1485,-104.8681156,40.51387603
Residential,1743,-104.8681137,40.51408571
Residential,2703,-104.8686787,40.5097387
Residential,1880,-104.868677,40.50992931
Residential,1633,-104.8686805,40.51008946
Residential,2703,-104.868679,40.51024958
Residential,1743,-104.8686724,40.51041348
Residential,1880,-104.8686709,40.51057741
Residential,2703,-104.8686743,40.51074899
Residential,2384,-104.8686778,40.51090532
Residential,2549,-104.8686657,40.51113782
Residential,2703,-104.8686642,40.51129794
Residential,1633,-104.8686678,40.51145046
Residential,2549,-104.8686612,40.51161436
Residential,2384,-104.8686646,40.51178594
Residential,21576,-104.868678,40.51196139
Residential,1700,-104.86867,40.51335673
Residential,1700,-104.8686682,40.51354353
Residential,1700,-104.8686667,40.51371127
Residential,4800,-104.86866,40.51388661
Residential,3400,-104.8686683,40.51406966
Residential,3470,-104.8686716,40.51425649
Residential,3400,-104.868665,40.51442802
Residential,3400,-104.8686733,40.51460344
Residential,21453,-104.8686616,40.514794
Residential,21576,-104.8690447,40.51335114
Residential,21453,-104.8690328,40.51354932
Residential,21453,-104.8690212,40.51372464
Residential,21576,-104.8690295,40.51390387
